"";"region";"state";"date";"epi_week";"newCases";"accumCases";"newDeaths";"accumDeaths";"newRecovered";"newFollowup";"pop";"state_code"
"1";"Northeast";"PE";2020-02-25;9;0;0;0;0;NA;NA;9557071;"26"
"2";"Northeast";"PE";2020-02-26;9;0;0;0;0;NA;NA;9557071;"26"
"3";"Northeast";"PE";2020-02-27;9;0;0;0;0;NA;NA;9557071;"26"
"4";"Northeast";"PE";2020-02-28;9;0;0;0;0;NA;NA;9557071;"26"
"5";"Northeast";"PE";2020-02-29;9;0;0;0;0;NA;NA;9557071;"26"
"6";"Northeast";"PE";2020-03-01;10;0;0;0;0;NA;NA;9557071;"26"
"7";"Northeast";"PE";2020-03-02;10;0;0;0;0;NA;NA;9557071;"26"
"8";"Northeast";"PE";2020-03-03;10;0;0;0;0;NA;NA;9557071;"26"
"9";"Northeast";"PE";2020-03-04;10;0;0;0;0;NA;NA;9557071;"26"
"10";"Northeast";"PE";2020-03-05;10;0;0;0;0;NA;NA;9557071;"26"
"11";"Northeast";"PE";2020-03-06;10;0;0;0;0;NA;NA;9557071;"26"
"12";"Northeast";"PE";2020-03-07;10;0;0;0;0;NA;NA;9557071;"26"
"13";"Northeast";"PE";2020-03-08;11;0;0;0;0;NA;NA;9557071;"26"
"14";"Northeast";"PE";2020-03-09;11;0;0;0;0;NA;NA;9557071;"26"
"15";"Northeast";"PE";2020-03-10;11;0;0;0;0;NA;NA;9557071;"26"
"16";"Northeast";"PE";2020-03-11;11;0;0;0;0;NA;NA;9557071;"26"
"17";"Northeast";"PE";2020-03-12;11;2;2;0;0;NA;NA;9557071;"26"
"18";"Northeast";"PE";2020-03-13;11;0;2;0;0;NA;NA;9557071;"26"
"19";"Northeast";"PE";2020-03-14;11;0;2;0;0;NA;NA;9557071;"26"
"20";"Northeast";"PE";2020-03-15;12;0;2;0;0;NA;NA;9557071;"26"
"21";"Northeast";"PE";2020-03-16;12;0;2;0;0;NA;NA;9557071;"26"
"22";"Northeast";"PE";2020-03-17;12;14;16;0;0;NA;NA;9557071;"26"
"23";"Northeast";"PE";2020-03-18;12;0;16;0;0;NA;NA;9557071;"26"
"24";"Northeast";"PE";2020-03-19;12;12;28;0;0;NA;NA;9557071;"26"
"25";"Northeast";"PE";2020-03-20;12;2;30;0;0;NA;NA;9557071;"26"
"26";"Northeast";"PE";2020-03-21;12;0;30;0;0;NA;NA;9557071;"26"
"27";"Northeast";"PE";2020-03-22;13;7;37;0;0;NA;NA;9557071;"26"
"28";"Northeast";"PE";2020-03-23;13;5;42;0;0;NA;NA;9557071;"26"
"29";"Northeast";"PE";2020-03-24;13;0;42;0;0;NA;NA;9557071;"26"
"30";"Northeast";"PE";2020-03-25;13;4;46;1;1;NA;NA;9557071;"26"
"31";"Northeast";"PE";2020-03-26;13;2;48;2;3;NA;NA;9557071;"26"
"32";"Northeast";"PE";2020-03-27;13;8;56;1;4;NA;NA;9557071;"26"
"33";"Northeast";"PE";2020-03-28;13;12;68;1;5;NA;NA;9557071;"26"
"34";"Northeast";"PE";2020-03-29;14;5;73;0;5;NA;NA;9557071;"26"
"35";"Northeast";"PE";2020-03-30;14;5;78;1;6;NA;NA;9557071;"26"
"36";"Northeast";"PE";2020-03-31;14;9;87;0;6;NA;NA;9557071;"26"
"37";"Northeast";"PE";2020-04-01;14;8;95;2;8;NA;NA;9557071;"26"
"38";"Northeast";"PE";2020-04-02;14;11;106;1;9;NA;NA;9557071;"26"
"39";"Northeast";"PE";2020-04-03;14;30;136;1;10;NA;NA;9557071;"26"
"40";"Northeast";"PE";2020-04-04;14;40;176;4;14;NA;NA;9557071;"26"
"41";"Northeast";"PE";2020-04-05;15;25;201;7;21;NA;NA;9557071;"26"
"42";"Northeast";"PE";2020-04-06;15;22;223;9;30;NA;NA;9557071;"26"
"43";"Northeast";"PE";2020-04-07;15;129;352;4;34;NA;NA;9557071;"26"
"44";"Northeast";"PE";2020-04-08;15;49;401;12;46;NA;NA;9557071;"26"
"45";"Northeast";"PE";2020-04-09;15;154;555;10;56;NA;NA;9557071;"26"
"46";"Northeast";"PE";2020-04-10;15;129;684;9;65;NA;NA;9557071;"26"
"47";"Northeast";"PE";2020-04-11;15;132;816;7;72;NA;NA;9557071;"26"
"48";"Northeast";"PE";2020-04-12;16;144;960;13;85;NA;NA;9557071;"26"
"49";"Northeast";"PE";2020-04-13;16;194;1154;17;102;NA;NA;9557071;"26"
"50";"Northeast";"PE";2020-04-14;16;130;1284;13;115;NA;NA;9557071;"26"
"51";"Northeast";"PE";2020-04-15;16;200;1484;28;143;NA;NA;9557071;"26"
"52";"Northeast";"PE";2020-04-16;16;199;1683;17;160;NA;NA;9557071;"26"
"53";"Northeast";"PE";2020-04-17;16;323;2006;26;186;NA;NA;9557071;"26"
"54";"Northeast";"PE";2020-04-18;16;187;2193;19;205;NA;NA;9557071;"26"
"55";"Northeast";"PE";2020-04-19;17;266;2459;11;216;NA;NA;9557071;"26"
"56";"Northeast";"PE";2020-04-20;17;231;2690;18;234;NA;NA;9557071;"26"
"57";"Northeast";"PE";2020-04-21;17;218;2908;26;260;NA;NA;9557071;"26"
"58";"Northeast";"PE";2020-04-22;17;390;3298;22;282;NA;NA;9557071;"26"
"59";"Northeast";"PE";2020-04-23;17;221;3519;30;312;NA;NA;9557071;"26"
"60";"Northeast";"PE";2020-04-24;17;480;3999;40;352;NA;NA;9557071;"26"
"61";"Northeast";"PE";2020-04-25;17;508;4507;29;381;NA;NA;9557071;"26"
"62";"Northeast";"PE";2020-04-26;18;391;4898;34;415;NA;NA;9557071;"26"
"63";"Northeast";"PE";2020-04-27;18;460;5358;35;450;NA;NA;9557071;"26"
"64";"Northeast";"PE";2020-04-28;18;366;5724;58;508;NA;NA;9557071;"26"
"65";"Northeast";"PE";2020-04-29;18;470;6194;30;538;NA;NA;9557071;"26"
"66";"Northeast";"PE";2020-04-30;18;682;6876;27;565;NA;NA;9557071;"26"
"67";"Northeast";"PE";2020-05-01;18;458;7334;38;603;NA;NA;9557071;"26"
"68";"Northeast";"PE";2020-05-02;18;811;8145;25;628;NA;NA;9557071;"26"
"69";"Northeast";"PE";2020-05-03;19;498;8643;24;652;NA;NA;9557071;"26"
"70";"Northeast";"PE";2020-05-04;19;220;8863;39;691;NA;NA;9557071;"26"
"71";"Northeast";"PE";2020-05-05;19;462;9325;58;749;NA;NA;9557071;"26"
"72";"Northeast";"PE";2020-05-06;19;556;9881;54;803;NA;NA;9557071;"26"
"73";"Northeast";"PE";2020-05-07;19;943;10824;42;845;NA;NA;9557071;"26"
"74";"Northeast";"PE";2020-05-08;19;763;11587;82;927;NA;NA;9557071;"26"
"75";"Northeast";"PE";2020-05-09;19;883;12470;45;972;NA;NA;9557071;"26"
"76";"Northeast";"PE";2020-05-10;20;805;13275;75;1047;NA;NA;9557071;"26"
"77";"Northeast";"PE";2020-05-11;20;493;13768;40;1087;NA;NA;9557071;"26"
"78";"Northeast";"PE";2020-05-12;20;541;14309;70;1157;NA;NA;9557071;"26"
"79";"Northeast";"PE";2020-05-13;20;592;14901;67;1224;NA;NA;9557071;"26"
"80";"Northeast";"PE";2020-05-14;20;687;15588;74;1298;NA;NA;9557071;"26"
"81";"Northeast";"PE";2020-05-15;20;621;16209;83;1381;NA;NA;9557071;"26"
"82";"Northeast";"PE";2020-05-16;20;2279;18488;80;1461;NA;NA;9557071;"26"
"83";"Northeast";"PE";2020-05-17;21;964;19452;55;1516;NA;NA;9557071;"26"
"84";"Northeast";"PE";2020-05-18;21;642;20094;124;1640;NA;NA;9557071;"26"
"85";"Northeast";"PE";2020-05-19;21;1148;21242;101;1741;NA;NA;9557071;"26"
"86";"Northeast";"PE";2020-05-20;21;1318;22560;93;1834;NA;NA;9557071;"26"
"87";"Northeast";"PE";2020-05-21;21;1351;23911;91;1925;NA;NA;9557071;"26"
"88";"Northeast";"PE";2020-05-22;21;1849;25760;132;2057;NA;NA;9557071;"26"
"89";"Northeast";"PE";2020-05-23;21;1026;26786;87;2144;NA;NA;9557071;"26"
"90";"Northeast";"PE";2020-05-24;22;973;27759;56;2200;NA;NA;9557071;"26"
"91";"Northeast";"PE";2020-05-25;22;607;28366;48;2248;NA;NA;9557071;"26"
"92";"Northeast";"PE";2020-05-26;22;488;28854;80;2328;NA;NA;9557071;"26"
"93";"Northeast";"PE";2020-05-27;22;1065;29919;140;2468;NA;NA;9557071;"26"
"94";"Northeast";"PE";2020-05-28;22;794;30713;98;2566;NA;NA;9557071;"26"
"95";"Northeast";"PE";2020-05-29;22;1542;32255;103;2669;NA;NA;9557071;"26"
"96";"Northeast";"PE";2020-05-30;22;1172;33427;71;2740;NA;NA;9557071;"26"
"97";"Northeast";"PE";2020-05-31;23;1023;34450;67;2807;NA;NA;9557071;"26"
"98";"Northeast";"PE";2020-06-01;23;450;34900;68;2875;NA;NA;9557071;"26"
"99";"Northeast";"PE";2020-06-02;23;608;35508;58;2933;NA;NA;9557071;"26"
"100";"Northeast";"PE";2020-06-03;23;955;36463;79;3012;NA;NA;9557071;"26"
"101";"Northeast";"PE";2020-06-04;23;1044;37507;122;3134;NA;NA;9557071;"26"
"102";"Northeast";"PE";2020-06-05;23;1004;38511;71;3205;NA;NA;9557071;"26"
"103";"Northeast";"PE";2020-06-06;23;850;39361;65;3270;NA;NA;9557071;"26"
"104";"Northeast";"PE";2020-06-07;24;881;40242;35;3305;NA;NA;9557071;"26"
"105";"Northeast";"PE";2020-06-08;24;463;40705;45;3350;NA;NA;9557071;"26"
"106";"Northeast";"PE";2020-06-09;24;305;41010;103;3453;NA;NA;9557071;"26"
"107";"Northeast";"PE";2020-06-10;24;925;41935;78;3531;NA;NA;9557071;"26"
"108";"Northeast";"PE";2020-06-11;24;1059;42994;102;3633;NA;NA;9557071;"26"
"109";"Northeast";"PE";2020-06-12;24;878;43872;61;3694;NA;NA;9557071;"26"
"110";"Northeast";"PE";2020-06-13;24;799;44671;90;3784;NA;NA;9557071;"26"
"111";"Northeast";"PE";2020-06-14;25;590;45261;71;3855;NA;NA;9557071;"26"
"112";"Northeast";"PE";2020-06-15;25;246;45507;31;3886;NA;NA;9557071;"26"
"113";"Northeast";"PE";2020-06-16;25;920;46427;73;3959;NA;NA;9557071;"26"
"114";"Northeast";"PE";2020-06-17;25;1019;47446;50;4009;NA;NA;9557071;"26"
"115";"Northeast";"PE";2020-06-18;25;1180;48626;48;4057;NA;NA;9557071;"26"
"116";"Northeast";"PE";2020-06-19;25;1094;49720;45;4102;NA;NA;9557071;"26"
"117";"Northeast";"PE";2020-06-20;25;1398;51118;46;4148;NA;NA;9557071;"26"
"118";"Northeast";"PE";2020-06-21;26;995;52113;86;4234;NA;NA;9557071;"26"
"119";"Northeast";"PE";2020-06-22;26;381;52494;18;4252;NA;NA;9557071;"26"
"120";"Northeast";"PE";2020-06-23;26;337;52831;87;4339;NA;NA;9557071;"26"
"121";"Northeast";"PE";2020-06-24;26;1191;54022;86;4425;NA;NA;9557071;"26"
"122";"Northeast";"PE";2020-06-25;26;1114;55136;63;4488;NA;NA;9557071;"26"
"123";"Northeast";"PE";2020-06-26;26;668;55804;122;4610;NA;NA;9557071;"26"
"124";"Northeast";"PE";2020-06-27;26;1285;57089;98;4708;NA;NA;9557071;"26"
"125";"Northeast";"PE";2020-06-28;27;1018;58107;43;4751;NA;NA;9557071;"26"
"126";"Northeast";"PE";2020-06-29;27;369;58476;31;4782;NA;NA;9557071;"26"
"127";"Northeast";"PE";2020-06-30;27;382;58858;47;4829;NA;NA;9557071;"26"
"128";"Northeast";"PE";2020-07-01;27;847;59705;65;4894;NA;NA;9557071;"26"
"129";"Northeast";"PE";2020-07-02;27;1414;61119;74;4968;NA;NA;9557071;"26"
"130";"Northeast";"PE";2020-07-03;27;1243;62362;100;5068;NA;NA;9557071;"26"
"131";"Northeast";"PE";2020-07-04;27;1095;63457;48;5116;NA;NA;9557071;"26"
"132";"Northeast";"PE";2020-07-05;28;1672;65129;27;5143;NA;NA;9557071;"26"
"133";"Northeast";"PE";2020-07-06;28;513;65642;20;5163;NA;NA;9557071;"26"
"134";"Northeast";"PE";2020-07-07;28;509;66151;71;5234;NA;NA;9557071;"26"
"135";"Northeast";"PE";2020-07-08;28;1453;67604;89;5323;NA;NA;9557071;"26"
"136";"Northeast";"PE";2020-07-09;28;1163;68767;86;5409;NA;NA;9557071;"26"
"137";"Northeast";"PE";2020-07-10;28;1333;70100;73;5482;NA;NA;9557071;"26"
"138";"Northeast";"PE";2020-07-11;28;1270;71370;74;5556;NA;NA;9557071;"26"
"139";"Northeast";"PE";2020-07-12;29;1100;72470;39;5595;NA;NA;9557071;"26"
"140";"Northeast";"PE";2020-07-13;29;431;72901;57;5652;NA;NA;9557071;"26"
"141";"Northeast";"PE";2020-07-14;29;675;73576;63;5715;NA;NA;9557071;"26"
"142";"Northeast";"PE";2020-07-15;29;1384;74960;57;5772;NA;NA;9557071;"26"
"143";"Northeast";"PE";2020-07-16;29;1131;76091;64;5836;NA;NA;9557071;"26"
"144";"Northeast";"PE";2020-07-17;29;1332;77423;33;5869;NA;NA;9557071;"26"
"145";"Northeast";"PE";2020-07-18;29;1086;78509;59;5928;NA;NA;9557071;"26"
"146";"Northeast";"PE";2020-07-19;30;943;79452;56;5984;NA;NA;9557071;"26"
"147";"Northeast";"PE";2020-07-20;30;663;80115;52;6036;NA;NA;9557071;"26"
"148";"Northeast";"PE";2020-07-21;30;326;80441;53;6089;NA;NA;9557071;"26"
"149";"Northeast";"PE";2020-07-22;30;941;81382;63;6152;NA;NA;9557071;"26"
"150";"Northeast";"PE";2020-07-23;30;1858;83240;59;6211;NA;NA;9557071;"26"
"151";"Northeast";"PE";2020-07-24;30;1802;85042;26;6237;NA;NA;9557071;"26"
"152";"Northeast";"PE";2020-07-25;30;1710;86752;62;6299;NA;NA;9557071;"26"
"153";"Northeast";"PE";2020-07-26;31;1714;88466;53;6352;NA;NA;9557071;"26"
"154";"Northeast";"PE";2020-07-27;31;666;89132;24;6376;NA;NA;9557071;"26"
"155";"Northeast";"PE";2020-07-28;31;546;89678;45;6421;NA;NA;9557071;"26"
"156";"Northeast";"PE";2020-07-29;31;1858;91536;63;6484;NA;NA;9557071;"26"
"157";"Northeast";"PE";2020-07-30;31;1837;93373;42;6526;NA;NA;9557071;"26"
"158";"Northeast";"PE";2020-07-31;31;1632;95005;31;6557;NA;NA;9557071;"26"
"159";"Northeast";"PE";2020-08-01;31;1741;96746;40;6597;NA;NA;9557071;"26"
"160";"Northeast";"PE";2020-08-02;32;1224;97970;37;6634;NA;NA;9557071;"26"
"161";"Northeast";"PE";2020-08-03;32;431;98401;35;6669;NA;NA;9557071;"26"
"162";"Northeast";"PE";2020-08-04;32;432;98833;48;6717;NA;NA;9557071;"26"
"163";"Northeast";"PE";2020-08-05;32;1488;100321;41;6758;NA;NA;9557071;"26"
"164";"Northeast";"PE";2020-08-06;32;1074;101395;70;6828;NA;NA;9557071;"26"
"165";"Northeast";"PE";2020-08-07;32;1477;102872;39;6867;NA;NA;9557071;"26"
"166";"Northeast";"PE";2020-08-08;32;1241;104113;53;6920;NA;NA;9557071;"26"
"167";"Northeast";"PE";2020-08-09;33;1021;105134;21;6941;NA;NA;9557071;"26"
"168";"Northeast";"PE";2020-08-10;33;247;105381;29;6970;NA;NA;9557071;"26"
"169";"Northeast";"PE";2020-08-11;33;601;105982;38;7008;NA;NA;9557071;"26"
"170";"Northeast";"PE";2020-08-12;33;1393;107375;41;7049;NA;NA;9557071;"26"
"171";"Northeast";"PE";2020-08-13;33;1467;108842;35;7084;NA;NA;9557071;"26"
"172";"Northeast";"PE";2020-08-14;33;1567;110409;27;7111;NA;NA;9557071;"26"
"173";"Northeast";"PE";2020-08-15;33;1364;111773;45;7156;NA;NA;9557071;"26"
"174";"Northeast";"PE";2020-08-16;34;1185;112958;32;7188;NA;NA;9557071;"26"
"175";"Northeast";"PE";2020-08-17;34;225;113183;22;7210;NA;NA;9557071;"26"
"176";"Northeast";"PE";2020-08-18;34;605;113788;42;7252;NA;NA;9557071;"26"
"177";"Northeast";"PE";2020-08-19;34;1429;115217;28;7280;NA;NA;9557071;"26"
"178";"Northeast";"PE";2020-08-20;34;1142;116359;23;7303;NA;NA;9557071;"26"
"179";"Northeast";"PE";2020-08-21;34;1072;117431;32;7335;NA;NA;9557071;"26"
"180";"Northeast";"PE";2020-08-22;34;596;118027;29;7364;NA;NA;9557071;"26"
"181";"Northeast";"PE";2020-08-23;35;1113;119140;26;7390;NA;NA;9557071;"26"
"182";"Northeast";"PE";2020-08-24;35;217;119357;9;7399;NA;NA;9557071;"26"
"183";"Northeast";"PE";2020-08-25;35;601;119958;26;7425;NA;NA;9557071;"26"
"184";"Northeast";"PE";2020-08-26;35;1120;121078;35;7460;NA;NA;9557071;"26"
"185";"Northeast";"PE";2020-08-27;35;1069;122147;20;7480;NA;NA;9557071;"26"
"186";"Northeast";"PE";2020-08-28;35;999;123146;32;7512;NA;NA;9557071;"26"
"187";"Northeast";"PE";2020-08-29;35;1005;124151;35;7547;NA;NA;9557071;"26"
"188";"Northeast";"PE";2020-08-30;36;943;125094;27;7574;NA;NA;9557071;"26"
"189";"Northeast";"PE";2020-08-31;36;445;125539;19;7593;NA;NA;9557071;"26"
"190";"Northeast";"PE";2020-09-01;36;1748;127287;21;7614;NA;NA;9557071;"26"
"191";"Northeast";"PE";2020-09-02;36;1437;128724;42;7656;NA;NA;9557071;"26"
"192";"Northeast";"PE";2020-09-03;36;1475;130199;-37;7619;NA;NA;9557071;"26"
"193";"Northeast";"PE";2020-09-04;36;1031;131230;26;7645;NA;NA;9557071;"26"
"194";"Northeast";"PE";2020-09-05;36;731;131961;25;7670;NA;NA;9557071;"26"
"195";"Northeast";"PE";2020-09-06;37;191;132152;32;7702;NA;NA;9557071;"26"
"196";"Northeast";"PE";2020-09-07;37;268;132420;19;7721;NA;NA;9557071;"26"
"197";"Northeast";"PE";2020-09-08;37;170;132590;20;7741;NA;NA;9557071;"26"
"198";"Northeast";"PE";2020-09-09;37;989;133579;23;7764;NA;NA;9557071;"26"
"199";"Northeast";"PE";2020-09-10;37;1040;134619;28;7792;NA;NA;9557071;"26"
"200";"Northeast";"PE";2020-09-11;37;1024;135643;25;7817;NA;NA;9557071;"26"
"201";"Northeast";"PE";2020-09-12;37;770;136413;35;7852;NA;NA;9557071;"26"
"202";"Northeast";"PE";2020-09-13;38;259;136672;22;7874;NA;NA;9557071;"26"
"203";"Northeast";"PE";2020-09-14;38;181;136853;14;7888;NA;NA;9557071;"26"
"204";"Northeast";"PE";2020-09-15;38;1016;137869;26;7914;NA;NA;9557071;"26"
"205";"Northeast";"PE";2020-09-16;38;699;138568;19;7933;NA;NA;9557071;"26"
"206";"Northeast";"PE";2020-09-17;38;757;139325;21;7954;NA;NA;9557071;"26"
"207";"Northeast";"PE";2020-09-18;38;910;140235;17;7971;NA;NA;9557071;"26"
"208";"Northeast";"PE";2020-09-19;38;807;141042;33;8004;NA;NA;9557071;"26"
"209";"Northeast";"PE";2020-09-20;39;475;141517;12;8016;NA;NA;9557071;"26"
"210";"Northeast";"PE";2020-09-21;39;260;141777;0;8016;NA;NA;9557071;"26"
"211";"Northeast";"PE";2020-09-22;39;711;142488;39;8055;NA;NA;9557071;"26"
"212";"Northeast";"PE";2020-09-23;39;677;143165;30;8085;NA;NA;9557071;"26"
"213";"Northeast";"PE";2020-09-24;39;538;143703;25;8110;NA;NA;9557071;"26"
"214";"Northeast";"PE";2020-09-25;39;565;144268;19;8129;NA;NA;9557071;"26"
"215";"Northeast";"PE";2020-09-26;39;672;144940;27;8156;NA;NA;9557071;"26"
"216";"Northeast";"PE";2020-09-27;40;76;145016;18;8174;NA;NA;9557071;"26"
"217";"Northeast";"PE";2020-09-28;40;80;145096;16;8190;NA;NA;9557071;"26"
"218";"Northeast";"PE";2020-09-29;40;1229;146325;32;8222;NA;NA;9557071;"26"
"219";"Northeast";"PE";2020-09-30;40;846;147171;29;8251;NA;NA;9557071;"26"
"220";"Northeast";"PE";2020-10-01;40;701;147872;28;8279;NA;NA;9557071;"26"
"221";"Northeast";"PE";2020-10-02;40;865;148737;20;8299;NA;NA;9557071;"26"
"222";"Northeast";"PE";2020-10-03;40;612;149349;19;8318;NA;NA;9557071;"26"
"223";"Northeast";"PE";2020-10-04;41;68;149417;15;8333;NA;NA;9557071;"26"
"224";"Northeast";"PE";2020-10-05;41;37;149454;7;8340;NA;NA;9557071;"26"
"225";"Northeast";"PE";2020-10-06;41;763;150217;16;8356;NA;NA;9557071;"26"
"226";"Northeast";"PE";2020-10-07;41;922;151139;23;8379;NA;NA;9557071;"26"
"227";"Northeast";"PE";2020-10-08;41;597;151736;8;8387;NA;NA;9557071;"26"
"228";"Northeast";"PE";2020-10-09;41;678;152414;10;8397;NA;NA;9557071;"26"
"229";"Northeast";"PE";2020-10-10;41;584;152998;11;8408;NA;NA;9557071;"26"
"230";"Northeast";"PE";2020-10-11;42;146;153144;3;8411;NA;NA;9557071;"26"
"231";"Northeast";"PE";2020-10-12;42;78;153222;3;8414;NA;NA;9557071;"26"
"232";"Northeast";"PE";2020-10-13;42;77;153299;3;8417;NA;NA;9557071;"26"
"233";"Northeast";"PE";2020-10-14;42;742;154041;21;8438;NA;NA;9557071;"26"
"234";"Northeast";"PE";2020-10-15;42;825;154866;18;8456;NA;NA;9557071;"26"
"235";"Northeast";"PE";2020-10-16;42;654;155520;13;8469;NA;NA;9557071;"26"
"236";"Northeast";"PE";2020-10-17;42;403;155923;11;8480;NA;NA;9557071;"26"
"237";"Northeast";"PE";2020-10-18;43;106;156029;7;8487;NA;NA;9557071;"26"
"238";"Northeast";"PE";2020-10-19;43;101;156130;3;8490;NA;NA;9557071;"26"
"239";"Northeast";"PE";2020-10-20;43;664;156794;15;8505;NA;NA;9557071;"26"
"240";"Northeast";"PE";2020-10-21;43;624;157418;14;8519;NA;NA;9557071;"26"
"241";"Northeast";"PE";2020-10-22;43;359;157777;8;8527;NA;NA;9557071;"26"
"242";"Northeast";"PE";2020-10-23;43;719;158496;4;8531;NA;NA;9557071;"26"
"243";"Northeast";"PE";2020-10-24;43;724;159220;11;8542;NA;NA;9557071;"26"
"244";"Northeast";"PE";2020-10-25;44;157;159377;10;8552;NA;NA;9557071;"26"
"245";"Northeast";"PE";2020-10-26;44;99;159476;12;8564;NA;NA;9557071;"26"
"246";"Northeast";"PE";2020-10-27;44;878;160354;11;8575;NA;NA;9557071;"26"
"247";"Northeast";"PE";2020-10-28;44;807;161161;12;8587;NA;NA;9557071;"26"
"248";"Northeast";"PE";2020-10-29;44;579;161740;12;8599;NA;NA;9557071;"26"
"249";"Northeast";"PE";2020-10-30;44;662;162402;10;8609;NA;NA;9557071;"26"
"250";"Northeast";"PE";2020-10-31;44;491;162893;18;8627;NA;NA;9557071;"26"
"251";"Northeast";"PE";2020-11-01;45;84;162977;5;8632;NA;NA;9557071;"26"
"252";"Northeast";"PE";2020-11-02;45;62;163039;6;8638;NA;NA;9557071;"26"
"253";"Northeast";"PE";2020-11-03;45;117;163156;5;8643;NA;NA;9557071;"26"
"254";"Northeast";"PE";2020-11-04;45;486;163642;24;8667;NA;NA;9557071;"26"
"255";"Northeast";"PE";2020-11-05;45;580;164222;20;8687;NA;NA;9557071;"26"
"256";"Northeast";"PE";2020-11-06;45;1051;165273;24;8711;NA;NA;9557071;"26"
"257";"Northeast";"PE";2020-11-07;45;649;165922;13;8724;NA;NA;9557071;"26"
"258";"Northeast";"PE";2020-11-08;46;411;166333;8;8732;NA;NA;9557071;"26"
"259";"Northeast";"PE";2020-11-09;46;207;166540;8;8740;NA;NA;9557071;"26"
"260";"Northeast";"PE";2020-11-10;46;693;167233;23;8763;NA;NA;9557071;"26"
"261";"Northeast";"PE";2020-11-11;46;860;168093;10;8773;NA;NA;9557071;"26"
"262";"Northeast";"PE";2020-11-12;46;787;168880;21;8794;NA;NA;9557071;"26"
"263";"Northeast";"PE";2020-11-13;46;830;169710;11;8805;NA;NA;9557071;"26"
"264";"Northeast";"PE";2020-11-14;46;843;170553;10;8815;NA;NA;9557071;"26"
"265";"Northeast";"PE";2020-11-15;47;307;170860;12;8827;NA;NA;9557071;"26"
"266";"Northeast";"PE";2020-11-16;47;356;171216;11;8838;NA;NA;9557071;"26"
"267";"Northeast";"PE";2020-11-17;47;674;171890;16;8854;NA;NA;9557071;"26"
"268";"Northeast";"PE";2020-11-18;47;826;172716;19;8873;NA;NA;9557071;"26"
"269";"Northeast";"PE";2020-11-19;47;908;173624;17;8890;NA;NA;9557071;"26"
"270";"Northeast";"PE";2020-11-20;47;688;174312;9;8899;NA;NA;9557071;"26"
"271";"Northeast";"PE";2020-11-21;47;946;175258;21;8920;NA;NA;9557071;"26"
"272";"Northeast";"PE";2020-11-22;48;472;175730;3;8923;NA;NA;9557071;"26"
"273";"Northeast";"PE";2020-11-23;48;428;176158;3;8926;NA;NA;9557071;"26"
"274";"Northeast";"PE";2020-11-24;48;781;176939;25;8951;NA;NA;9557071;"26"
"275";"Northeast";"PE";2020-11-25;48;1147;178086;20;8971;NA;NA;9557071;"26"
"276";"Northeast";"PE";2020-11-26;48;553;178639;16;8987;NA;NA;9557071;"26"
"277";"Northeast";"PE";2020-11-27;48;669;179308;12;8999;NA;NA;9557071;"26"
"278";"Northeast";"PE";2020-11-28;48;2084;181392;20;9019;NA;NA;9557071;"26"
"279";"Northeast";"PE";2020-11-29;49;449;181841;11;9030;NA;NA;9557071;"26"
"280";"Northeast";"PE";2020-11-30;49;565;182406;7;9037;NA;NA;9557071;"26"
"281";"Northeast";"PE";2020-12-01;49;1853;184259;19;9056;NA;NA;9557071;"26"
"282";"Northeast";"PE";2020-12-02;49;1348;185607;26;9082;NA;NA;9557071;"26"
"283";"Northeast";"PE";2020-12-03;49;1431;187038;16;9098;NA;NA;9557071;"26"
"284";"Northeast";"PE";2020-12-04;49;1094;188132;21;9119;NA;NA;9557071;"26"
"285";"Northeast";"PE";2020-12-05;49;1518;189650;21;9140;NA;NA;9557071;"26"
"286";"Northeast";"PE";2020-12-06;50;765;190415;8;9148;NA;NA;9557071;"26"
"287";"Northeast";"PE";2020-12-07;50;746;191161;22;9170;NA;NA;9557071;"26"
"288";"Northeast";"PE";2020-12-08;50;1236;192397;16;9186;NA;NA;9557071;"26"
"289";"Northeast";"PE";2020-12-09;50;1133;193530;14;9200;NA;NA;9557071;"26"
"290";"Northeast";"PE";2020-12-10;50;1588;195118;29;9229;NA;NA;9557071;"26"
"291";"Northeast";"PE";2020-12-11;50;1945;197063;15;9244;NA;NA;9557071;"26"
"292";"Northeast";"PE";2020-12-12;50;1363;198426;27;9271;NA;NA;9557071;"26"
"293";"Northeast";"PE";2020-12-13;51;258;198684;13;9284;NA;NA;9557071;"26"
"294";"Northeast";"PE";2020-12-14;51;362;199046;15;9299;NA;NA;9557071;"26"
"295";"Northeast";"PE";2020-12-15;51;734;199780;25;9324;NA;NA;9557071;"26"
"296";"Northeast";"PE";2020-12-16;51;2071;201851;15;9339;NA;NA;9557071;"26"
"297";"Northeast";"PE";2020-12-17;51;1646;203497;22;9361;NA;NA;9557071;"26"
"298";"Northeast";"PE";2020-12-18;51;1765;205262;22;9383;NA;NA;9557071;"26"
"299";"Northeast";"PE";2020-12-19;51;1746;207008;35;9418;NA;NA;9557071;"26"
"300";"Northeast";"PE";2020-12-20;52;418;207426;17;9435;NA;NA;9557071;"26"
"301";"Northeast";"PE";2020-12-21;52;709;208135;8;9443;NA;NA;9557071;"26"
"302";"Northeast";"PE";2020-12-22;52;1946;210081;16;9459;NA;NA;9557071;"26"
"303";"Northeast";"PE";2020-12-23;52;1915;211996;28;9487;NA;NA;9557071;"26"
